instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
8862,2012/1/10,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,2,3
8863,2012/1/10,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2
8864,2012/1/10,1,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,0,4
8865,2012/1/10,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,0,23
8866,2012/1/10,1,1,1,6,0,2,1,2,0.18,0.1818,0.93,0.194,0,79
8867,2012/1/10,1,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,3,219
8868,2012/1/10,1,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,6,465
8869,2012/1/10,1,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642,11,184
8870,2012/1/10,1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,3,80
8871,2012/1/10,1,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,8,93
8872,2012/1/10,1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,13,127
8873,2012/1/10,1,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,15,163
8874,2012/1/10,1,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,10,96
8875,2012/1/10,1,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,17,119
8876,2012/1/10,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,15,225
8877,2012/1/10,1,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,14,446
8878,2012/1/10,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372
8879,2012/1/10,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,11,270
8880,2012/1/10,1,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,10,190
8881,2012/1/10,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109
8882,2012/1/10,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,10,104
8883,2012/1/10,1,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,3,38
8884,2012/1/11,1,1,1,0,0,3,1,1,0.26,0.303,0.81,0,2,26
8885,2012/1/11,1,1,1,1,0,3,1,1,0.24,0.2576,0.87,0.0896,1,6
8886,2012/1/11,1,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,0,5
8887,2012/1/11,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0,0,4
8888,2012/1/11,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,0,2
8889,2012/1/11,1,1,1,5,0,3,1,1,0.2,0.2121,0.8,0.1343,0,22
8890,2012/1/11,1,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,2,72
8891,2012/1/11,1,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,9,247
8892,2012/1/11,1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,11,488
8893,2012/1/11,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,7,218
8894,2012/1/11,1,1,1,10,0,3,1,2,0.24,0.2424,0.87,0.1343,13,84
8895,2012/1/11,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,9,90
8896,2012/1/11,1,1,1,12,0,3,1,3,0.3,0.3333,0.81,0,4,51
8897,2012/1/11,1,1,1,13,0,3,1,3,0.32,0.3485,0.76,0,8,57
8898,2012/1/11,1,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,3,70
8899,2012/1/11,1,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,6,73
8900,2012/1/11,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,6,112
8901,2012/1/11,1,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,6,128
8902,2012/1/11,1,1,1,18,0,3,1,3,0.34,0.3333,0.87,0.194,2,96
8903,2012/1/11,1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,1,92
8904,2012/1/11,1,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,2,55
8905,2012/1/11,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,0,29
8906,2012/1/11,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,0,49
8907,2012/1/11,1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,0,9
8908,2012/1/12,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,0,3
8909,2012/1/12,1,1,1,1,0,4,1,3,0.36,0.3485,0.93,0.194,0,3
8910,2012/1/12,1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,1,1
8911,2012/1/12,1,1,1,3,0,4,1,3,0.36,0.3485,0.93,0.2537,0,3
8912,2012/1/12,1,1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,0,2
8913,2012/1/12,1,1,1,5,0,4,1,3,0.34,0.3485,0.93,0.0896,0,16
8914,2012/1/12,1,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,1,88
8915,2012/1/12,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,2,218
8916,2012/1/12,1,1,1,8,0,4,1,1,0.32,0.3182,0.81,0.194,11,497
8917,2012/1/12,1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,10,220
8918,2012/1/12,1,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,6,84
8919,2012/1/12,1,1,1,11,0,4,1,2,0.34,0.3485,0.81,0.1045,18,101
8920,2012/1/12,1,1,1,12,0,4,1,2,0.34,0.3485,0.81,0.1045,14,130
8921,2012/1/12,1,1,1,13,0,4,1,1,0.42,0.4242,0.77,0.1642,13,170
8922,2012/1/12,1,1,1,14,0,4,1,1,0.42,0.4242,0.77,0.1642,24,132
8923,2012/1/12,1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,32,156
8924,2012/1/12,1,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,33,248
8925,2012/1/12,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,23,472
8926,2012/1/12,1,1,1,18,0,4,1,1,0.44,0.4394,0.67,0.194,22,399
8927,2012/1/12,1,1,1,19,0,4,1,2,0.42,0.4242,0.71,0.1642,17,313
8928,2012/1/12,1,1,1,20,0,4,1,2,0.42,0.4242,0.71,0.194,11,229
8929,2012/1/12,1,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,12,162
8930,2012/1/12,1,1,1,22,0,4,1,1,0.38,0.3939,0.76,0.2985,12,121
8931,2012/1/12,1,1,1,23,0,4,1,1,0.4,0.4091,0.76,0.3284,7,60
8932,2012/1/13,1,1,1,0,0,5,1,2,0.4,0.4091,0.71,0.2836,4,38
8933,2012/1/13,1,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,0,12
8934,2012/1/13,1,1,1,2,0,5,1,1,0.4,0.4091,0.76,0.3582,1,13
8935,2012/1/13,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,3,4
8936,2012/1/13,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,1,2
8937,2012/1/13,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,0,21
